0.627,1
0.351,0
0.672,1
0.167,0
2.288,1
0.201,0
0.248,1
0.134,0
0.158,1
0.232,1
0.191,0
0.537,1
1.441,0
0.398,1
0.587,1
0.484,1
0.551,1
0.254,1
0.183,0
0.529,1
0.704,0
0.388,0
0.451,1
0.263,1
0.254,1
0.205,1
0.257,1
0.487,0
0.245,0
0.337,0
0.546,0
0.851,1
0.267,0
0.188,0
0.512,0
0.966,0
0.42,0
0.665,1
0.503,1
1.39,1
0.271,0
0.696,0
0.235,0
0.721,1
0.294,0
1.893,1
0.564,0
0.586,0
0.344,1
0.305,0
0.491,0
0.526,0
0.342,0
0.467,1
0.718,0
0.248,0
0.254,1
0.962,0
1.781,0
0.173,0
0.304,0
0.27,1
0.587,0
0.699,0
0.258,1
0.203,0
0.855,1
0.845,0
0.334,0
0.189,0
0.867,1
0.411,0
0.583,1
0.231,0
0.396,0
0.14,0
0.391,0
0.37,0
0.27,1
0.307,0
0.14,0
0.102,0
0.767,0
0.237,0
0.227,1
0.698,0
0.178,0
0.324,0
0.153,1
0.165,0
0.258,0
0.443,0
0.261,0
0.277,1
0.761,0
0.255,0
0.13,0
0.323,0
0.356,0
0.325,1
1.222,1
0.179,0
0.262,0
0.283,0
0.93,0
0.801,0
0.207,0
0.287,0
0.336,0
0.247,1
0.199,1
0.543,1
0.192,0
0.391,0
0.588,1
0.539,1
0.22,1
0.654,0
0.443,0
0.223,0
0.759,1
0.26,0
0.404,0
0.186,0
0.278,1
0.496,1
0.452,0
0.261,0
0.403,1
0.741,1
0.361,1
1.114,1
0.356,1
0.457,0
0.647,0
0.088,0
0.597,0
0.532,0
0.703,0
0.159,0
0.268,0
0.286,0
0.318,0
0.272,1
0.237,0
0.572,0
0.096,0
1.4,0
0.218,0
0.085,0
0.399,0
0.432,0
1.189,1
0.687,0
0.137,1
0.337,1
0.637,0
0.833,0
0.229,0
0.817,1
0.294,0
0.204,0
0.167,0
0.368,0
0.743,1
0.722,1
0.256,0
0.709,0
0.471,0
0.495,0
0.18,1
0.542,1
0.773,0
0.678,0
0.37,0
0.719,1
0.382,0
0.319,1
0.19,0
0.956,1
0.084,0
0.725,0
0.299,0
0.268,0
0.244,0
0.745,1
0.615,1
1.321,1
0.64,1
0.361,1
0.142,0
0.374,0
0.383,1
0.578,1
0.136,0
0.395,1
0.187,0
0.678,1
0.905,1
0.15,1
0.874,0
0.236,0
0.787,0
0.235,0
0.324,0
0.407,0
0.605,1
0.151,1
0.289,0
0.355,1
0.29,0
0.375,0
0.164,0
0.431,1
0.26,1
0.742,1
0.514,1
0.464,0
1.224,1
0.261,1
1.072,1
0.805,1
0.209,0
0.687,0
0.666,0
0.101,0
0.198,0
0.652,1
2.329,0
0.089,0
0.645,1
0.238,1
0.583,0
0.394,0
0.293,0
0.479,1
0.586,1
0.686,1
0.831,1
0.582,0
0.192,0
0.446,0
0.402,1
1.318,1
0.329,0
1.213,1
0.258,0
0.427,0
0.282,0
0.143,0
0.38,0
0.284,0
0.249,0
0.238,0
0.926,1
0.543,1
0.557,0
0.092,0
0.655,0
1.353,1
0.299,0
0.761,1
0.612,0
0.2,0
0.226,1
0.997,0
0.933,1
1.101,0
0.078,0
0.24,1
1.136,1
0.128,0
0.254,0
0.422,0
0.251,0
0.677,0
0.296,1
0.454,0
0.744,0
0.881,0
0.334,1
0.28,0
0.262,0
0.165,1
0.259,1
0.647,0
0.619,0
0.808,1
0.34,0
0.263,0
0.434,0
0.757,1
1.224,1
0.613,1
0.254,0
0.692,0
0.337,1
0.52,0
0.412,1
0.84,0
0.839,1
0.422,1
0.156,0
0.209,1
0.207,0
0.215,0
0.326,1
0.143,0
1.391,1
0.875,1
0.313,0
0.605,0
0.433,1
0.626,0
1.127,1
0.315,0
0.284,0
0.345,1
0.15,0
0.129,1
0.527,0
0.197,1
0.254,1
0.731,1
0.148,0
0.123,0
0.692,1
0.2,0
0.127,1
0.122,0
1.476,0
0.166,0
0.282,1
0.137,0
0.26,0
0.259,0
0.932,0
0.343,1
0.893,1
0.331,1
0.472,0
0.673,0
0.389,0
0.29,0
0.485,0
0.349,0
0.654,0
0.187,0
0.279,0
0.346,1
0.237,0
0.252,0
0.243,0
0.58,0
0.559,0
0.302,1
0.962,1
0.569,1
0.378,0
0.875,1
0.583,1
0.207,0
0.305,0
0.52,1
0.385,0
0.499,0
0.368,1
0.252,0
0.306,0
0.234,1
2.137,1
1.731,0
0.545,0
0.225,0
0.816,0
0.528,1
0.299,0
0.509,0
0.238,1
1.021,0
0.821,0
0.236,0
0.947,0
1.268,0
0.221,0
0.205,0
0.66,1
0.239,1
0.452,1
0.949,0
0.444,0
0.34,1
0.389,0
0.463,0
0.803,1
1.6,0
0.944,0
0.196,1
0.389,0
0.241,1
0.161,1
0.151,0
0.286,1
0.28,0
0.135,1
0.52,0
0.376,1
0.336,0
1.191,1
0.702,1
0.674,0
0.528,0
1.076,0
0.256,0
0.534,1
0.258,1
1.095,0
0.554,1
0.624,0
0.219,1
0.507,0
0.561,0
0.496,0
0.421,0
0.516,1
0.264,1
0.256,0
0.328,1
0.284,0
0.233,1
0.108,0
0.551,0
0.527,0
0.167,0
1.138,0
0.205,1
0.244,0
0.434,0
0.147,0
0.727,0
0.435,1
0.497,0
0.23,0
0.955,1
0.38,1
2.42,1
0.658,0
0.33,0
0.51,1
0.285,0
0.415,0
0.542,1
0.381,0
0.832,0
0.498,0
0.212,1
0.687,0
0.364,0
1.001,1
0.46,0
0.733,0
0.416,0
0.705,0
0.258,0
1.022,0
0.452,0
0.269,0
0.6,0
0.183,1
0.571,0
0.607,0
0.17,0
0.259,0
0.21,0
0.126,0
0.231,0
0.711,1
0.466,0
0.162,0
0.419,0
0.344,1
0.197,0
0.306,0
0.233,0
0.63,1
0.365,1
0.536,0
1.159,0
0.294,0
0.551,0
0.629,0
0.292,0
0.145,0
1.144,1
0.174,0
0.304,0
0.292,0
0.547,0
0.163,1
0.839,0
0.313,0
0.267,0
0.727,1
0.738,0
0.238,0
0.263,0
0.314,1
0.692,0
0.968,0
0.409,0
0.297,1
0.207,0
0.2,0
0.525,0
0.154,0
0.268,1
0.771,1
0.304,0
0.18,0
0.582,0
0.187,0
0.305,0
0.189,0
0.652,1
0.151,0
0.444,0
0.299,0
0.107,0
0.493,0
0.66,0
0.717,0
0.686,0
0.917,0
0.501,0
1.251,0
0.302,1
0.197,0
0.735,0
0.804,0
0.968,1
0.661,1
0.549,1
0.825,1
0.159,0
0.365,0
0.423,1
1.034,1
0.16,0
0.341,0
0.68,0
0.204,0
0.591,0
0.247,0
0.422,0
0.471,0
0.161,0
0.218,0
0.237,0
0.126,0
0.3,0
0.121,1
0.502,1
0.401,0
0.497,0
0.601,0
0.748,0
0.412,0
0.085,0
0.338,0
0.203,1
0.27,0
0.268,0
0.43,0
0.198,0
0.892,0
0.28,0
0.813,0
0.693,1
0.245,0
0.575,1
0.371,1
0.206,0
0.259,0
0.19,0
0.687,1
0.417,0
0.129,1
0.249,0
1.154,1
0.342,0
0.925,1
0.175,0
0.402,1
1.699,0
0.733,0
0.682,1
0.194,0
0.559,0
0.088,1
0.407,0
0.4,0
0.19,0
0.1,0
0.692,1
0.212,1
0.514,0
1.258,1
0.482,0
0.27,0
0.138,0
0.292,0
0.593,1
0.787,1
0.878,0
0.557,1
0.207,0
0.157,0
0.257,0
1.282,1
0.141,1
0.246,0
1.698,0
1.461,0
0.347,0
0.158,0
0.362,0
0.206,0
0.393,0
0.144,0
0.148,0
0.732,1
0.238,0
0.343,0
0.115,0
0.167,0
0.465,1
0.153,0
0.649,0
0.871,1
0.149,0
0.695,0
0.303,0
0.178,1
0.61,0
0.73,0
0.134,0
0.447,1
0.455,1
0.26,1
0.133,0
0.234,0
0.466,0
0.269,0
0.455,0
0.142,0
0.24,1
0.155,0
1.162,0
0.19,0
1.292,1
0.182,0
1.394,1
0.165,1
0.637,1
0.245,1
0.217,0
0.235,1
0.141,1
0.43,0
0.164,0
0.631,0
0.551,0
0.285,0
0.88,0
0.587,0
0.328,1
0.23,1
0.263,0
0.127,1
0.614,0
0.332,0
0.364,1
0.366,0
0.536,1
0.64,0
0.591,0
0.314,0
0.181,0
0.828,0
0.335,1
0.856,0
0.257,1
0.886,0
0.439,1
0.191,0
0.128,1
0.268,1
0.253,0
0.598,0
0.904,0
0.483,0
0.565,1
0.905,1
0.304,0
0.118,0
0.177,0
0.261,1
0.176,0
0.148,1
0.674,1
0.295,0
0.439,0
0.441,1
0.352,0
0.121,0
0.826,1
0.97,1
0.595,0
0.415,0
0.378,1
0.317,0
0.289,0
0.349,1
0.251,0
0.265,0
0.236,0
0.496,0
0.433,0
0.326,0
0.141,0
0.323,1
0.259,1
0.646,1
0.426,0
0.56,0
0.284,0
0.515,0
0.6,0
0.453,0
0.293,1
0.785,1
0.4,0
0.219,0
0.734,1
1.174,0
0.488,0
0.358,1
1.096,0
0.408,1
0.178,1
1.182,1
0.261,0
0.223,0
0.222,1
0.443,1
1.057,1
0.391,0
0.258,1
0.197,0
0.278,1
0.766,0
0.403,1
0.142,0
0.171,0
0.34,0
0.245,0
0.349,1
0.315,0
